110CLL	1228CLL	NC11_35	NC15_63	NC15_67
BFSP2	0	0	0	0	0
BGLAP	80.95595	55.37013	28.85903	34.44057	37.01595
BGN	1.10808	12.66122	1.29504	2.2635	2.22528
BHLHA15	0.05346	0.75088	3.88816	0.53318	0
BHLHA9	240.118	125.076	127.553	159.37	192.778
BHLHB9	0	0	0	0	0
BHLHB9P1	0	0	0	0	0
BHLHE22	0	0	1.5479	0	0
BHLHE40	0	0	0	0	0
BHMG1	17.68761	5.24134	3.58125	1.0721	4.14312
BHMT	0	1.8525	0	0.79977	0
BHMT2	0	0	0	0	0
BICC1	73.75556	122.60749	42.84239	45.39379	73.43228
BICD1	3489.22248	3346.94718	4393.69084	4964.46781	5129.12477
BICD1P1	0.22842	1.73394	0	0	0.37088
BICDL1	683.01503	189.24716	114.68223	159.01192	173.766
BICRA	0.03888	0.31122	0	0	0
BICRAL	256.93456	209.51129	73.74016	48.16226	52.58188
BIK	0.27216	0.3705	0	0.15593	0
BIN2P1	0	0	0	0	0
BIN2P2	0.73936	0	0	0	0
BIRC2	0	0	0	0	0
BIRC3	0	0	0	0	0
BIRC5	0	0	0	0	0
BIRC6	546.44392	592.67554	667.48325	947.12986	902.0775
BIRC7	0	0	0	0.29174	0
BISPR	4622.88402	4430.08066	1859.37761	3235.08736	3896.23173
BIVM	0	0	0	0	0
BIVM-ERCC5	0	0	0	0	0
BLK	0	14.1284	0	0	0
BLM	0	7.74098	10.30303	20.06565	0.488
BLOC1S1	0	0	0	0	0
BLOC1S1-RDH5	0	0	0	0	0
BLOC1S3	55.19894	127.78029	4.04866	31.84728	15.28416
BLOC1S4	0	0	1.29546	0.24144	0.25864
BLOC1S6	5218.23854	4060.02408	3291.88412	2578.71685	3065.90608
BLVRA	48.87388	34.28761	1.39881	6.5229	5.27528
BLZF1	2326.4098	1040.5408	2472.2694	1897.3584	1083.4541
BMF-AS1	17.83852	5.74516	0	0.26659	0.7808
BMI1	0	0	0	0	0
BMP1	10.17859	1.93154	1.55088	19.49395	3.2452
BMP15	42.0001	46.8244	8.41415	15.58088	25.77633
BMP2	1.73532	1.50176	2.56525	4.84173	6.09024
BMP2K	0	0	0.87828	1.48385	1.03456
BMP2KL	1.47382	0.75088	0	0	0
BMP3	0	0	0	0	0
BMP6	4.77483	0.20254	3.5394	7.92323	2.14232
BMP6P1	0.243	0	0	1.53064	0
BMP7-AS1	0	0	0	0	0
BMP8A	9.60045	6.70283	5.33692	10.26566	19.45258
BMPER	0	1.64502	0	0	2.49856
BMPR1A	3027.96164	2351.49766	1173.85942	1589.84095	1739.08632
BMPR1B	44.93674	844.45324	52.28352	19.76456	157.37728
BMPR2	646.53946	1033.28382	398.36701	497.41056	612.70755
BMS1	126.35016	118.56161	54.25577	93.37892	88.04196
BMS1P1	0	0.37544	0	0	0
BMS1P13	0	0	0	0	0
BMS1P15	0.27244	0	0	0	0.03416
BMS1P16	76.787	95.03083	89.4159	201.874	235.8149
BMS1P17	25.95993	56.09956	31.32208	54.28391	61.03406
BMS1P19	4.1923	1.50176	1.283	6.3786	0
BMS1P21	0	0.16796	0	0	0
BMS1P3	61.18041	33.89827	14.16106	12.07214	22.64825
BMS1P9	0	0	0	0	0
BMX	223.16048	173.12058	241.70147	279.68742	209.74834
BNC2-AS1	0.40824	12.83704	3.534	0.76456	0
BNIP1	22.15547	37.11885	1.68848	5.56825	1.27856
BNIP3L	0.61722	0.4693	0.84774	5.05513	2.05936
BNIP3P1	8.4901	24.03244	13.77314	24.80825	48.0544
BNIP3P13	0	0	0	0	0
BNIP3P15	0	0	0	0	0
BNIP3P17	0	0	0	0	0
BNIP3P18	0	0	0	0	0
BNIP3P2	0	0	0	0	0
BNIP3P20	0	0	0	0	0
BNIP3P22	0	0	0.14484	0.23641	0
BNIP3P25	25.1144	20.0879	3.83662	17.9789	25.2951
BNIP3P27	0.88956	0.65208	0.22152	0.64448	0
BNIP3P28	0	0	0	0	0
BNIP3P30	0	0	0	0	0
BNIP3P34	0	0	0	0	0
BNIP3P36	0	0	0	0	0
BNIP3P38	0.35964	0.62244	0.18318	0.36216	0
BNIP3P42	0	0	0	0	0
BNIP3P5	40.11736	25.96036	38.72535	49.42648	60.1708
BNIP3P6	0.15066	0	0	0	0
BNIP3P7	0	0	0	0	0
BNIP3P8	0.73872	0	0	0	0
BNIP3P9	0.71991	0	0	0	0
BNIPL	152.82253	97.37265	721.66786	766.93567	969.7091
BOC	0.7047	0.02964	0	2.1147	0
BOD1L2	0	0	0	0	0
BOD1P1	4.47409	0	0	0	0
BOK	153.1021	52.61931	18.93964	50.47576	75.25854
BOLA1	232.22639	133.57936	178.67928	82.42533	134.89412
BOLA2P1	16.326	5.66055	11.7266	25.3049	28.5016
BOLA2P2	0	0	0	0	0
BOLA2P3	0.09234	0.08398	0	0	0.54168
BOLA3-AS1	0	1.95624	0	0	0
BOLA3P1	0	0	0	0	0
BOLA3P2	0	0	0	0	0
BOLA3P4	0	0	0	1.15805	0
BORA	0	0	0	0	0
BORCS5	735.06018	860.08426	521.8292	579.04973	646.90464
BORCS7	0	0	0.01278	0	0
BORCS7-ASMT	0	0	0.00426	0	0.55632
BPESC1	0	0	0	0	0
BPGM	0	0	0	0	0
BPHL	67.30143	0	0	0	0
BPI	0	3.89766	0	1.54924	4.46032
BPIFA1	0	2.13408	0.69864	0.42252	0
BPIFA2	127.79785	112.96504	89.73811	97.45617	121.81455
BPIFA3	0.74844	0	0	0	0.91744
BPIFA4P	0.73401	1.81792	0	0.07042	0.14152
BPIFB1	106.72359	66.01502	61.36403	46.49328	47.62204
BPIFB2	197.56012	126.5174	53.27994	39.55572	54.74168
BPIFB3	0	0	0	0.09557	0
BPIFB4	2.2553	1.61044	3.16743	4.35787	8.09104
BPIFB5P	102.54152	91.40211	152.35053	93.37366	87.99949
BPIFB6	122.14648	38.72534	41.70573	20.04498	30.89528
BPIFB9P	10.11562	9.34582	11.99094	16.84128	16.21243
BPTF	0	0	0	0	4.45056
BPY2	1.81884	0	0	1.93344	2.57664
BPY2B	1.73583	1.83274	0.54954	1.31917	8.86696
BRAFP1	0.73872	1.50176	0	0	0
BRCA2	3056.81597	1795.45152	2802.78643	3303.49926	3325.25658
BRCC3	15.88837	9.00068	14.94286	7.5953	7.69088
BRCC3P1	0	0	0	0	0
BRD2	7285.10108	5466.36404	3529.4108	2348.06957	2836.53849
BRD3OS	0	0	0	0	0
BRD7P1	688.95	334.35	902.666	511.33	578.022
BRD7P2	0.73876	0	0	0.76458	4.30416
BRD7P4	183.558	282.894	238.305	196.013	152.969
BRD7P6	424.0556	497.1392	567.1481	453.2448	446.9934
BRD9P1	0	1.6549	0.97181	1.5302	0.74176
BRDT	8.04858	0	0	0	0
BREA2	0	0	0	0.30683	0
BRI3	0	0	0	0	0
BRI3BP	0	0	0	0	0
BRI3BPP1	126.7528	191.5923	46.0933	72.9035	126.2322
BRI3P1	22.031	10.0217	2.04221	1.80161	1.9276
BRINP2	0	0	0	0	0
BRIX1	29.17236	45.36884	6.78312	21.53377	17.01656
BRIX1P1	190.265	285.967	109.778	294.025	284.59
BRK1	92.35881	95.88424	41.26286	38.62447	48.16796
BRMS1L	332.58448	256.27554	309.3799	254.52047	269.0236
BROX	19526.59806	14587.99727	9819.7223	5454.23104	4595.87189
BRPF1	1662.57919	1103.80027	571.84293	325.38342	477.37798
BRPF3	5969.51012	6445.5477	9047.77233	16145.506	18603.05636
BRS3	0	0	0	0	0
BRSK1	5.62442	3.79392	0.22578	0.49343	0.81984
BRSK2	2756.55718	2002.46498	1721.839	1439.40903	1517.491
BRWD1-AS1	122.40828	122.276	258.0058	177.63089	140.2108
BRWD1-AS2	2.99986	2.62314	0.60066	4.10742	2.16672
BRWD1P1	0	0	0	0	0
BSG	0	0	0	0	0
BSN	2.21162	1.49188	1.2355	0	1.48352
BSND	0	0	0	0	0
BSNDP1	5.19395	7.21127	1.5987	3.10632	0.84912
BSNDP2	0.26244	0	0	0	0
BSNDP4	0	0	0	0	0
BSPRY	0	1.49188	0	0	0
BST1	1385.96117	872.84146	1675.33934	1895.72673	2274.91489
BTAF1	2.17728	3.3592	0	0	0.27816
BTBD10P1	14.2975	5.99716	1.94408	2.70344	9.08656
BTBD10P2	0.36936	0	0	0	0
BTBD11	470.10222	851.63296	915.98627	1855.62199	1749.61765
BTBD16	0	0	0	1.1476	0
BTBD19	321.41244	191.94116	50.9116	92.46479	131.73104
BTBD3	9705.13688	5462.03942	3343.9938	1210.47716	2182.00218
BTBD6	2.75076	0	0	0	0
BTBD7P2	0	0.01482	0	0	0
BTBD8	550.50096	1482.2833	388.7539	198.98474	145.60944
BTBD9-AS1	8.74897	7.64712	6.65044	7.03309	5.50464
BTD	642.87027	552.16197	1096.5046	1958.19524	1397.63061
BTF3	0	0	0	0	0
BTF3L4	4836.65015	2781.69408	8588.36258	4117.21618	3981.54694
BTF3L4P2	11.5846	75.7334	0	1.63562	0.79544
BTF3P10	0.35964	0	0	0	0
BTF3P11	0	0	0	0	0
BTF3P12	11.0981	31.4825	8.97322	13.0397	11.1418
BTF3P13	0	0	0	0	0
BTF3P15	0.1944	0.75088	0	0	0.732
BTF3P8	0	0.74594	0	0	0
BTF3P9	0.27702	0	0	0	0.40992
BTG1P1	0	0	0	0	0
BTG2	33261.85	19170.04	27998.3	13746.65	16247.383
BTG3-AS1	19.78484	19.98724	1.29504	0.76456	2.96704
BTG3P1	0	0	0	0	0
BTN1A1	33.70703	34.45716	68.04368	55.98114	120.5864
BTN2A1	1563.1925	816.61585	685.65949	499.70905	662.92491
BTN2A2	0	0.8151	3.04876	16.71972	7.74456
BTN2A3P	15.96799	45.32946	4.48863	8.08189	10.1016
BTN3A1	6.65304	11.22862	1.94256	0.76456	8.21304
BTN3A2	27.09604	23.88984	7.16032	30.85521	23.90712
BTN3A3	1742.60701	566.72979	199.88117	276.23273	376.74231
BTNL3	162.91517	105.13919	74.31985	57.31133	52.23332
BTNL8	126.7313	90.83631	47.80863	7.69529	53.85568
BTNL9	2333.69617	906.94647	1577.29188	924.43792	936.71221
BTRC	2.21757	1.30416	0	0	0
BUB1B	2330.37837	2773.33834	3133.82324	3226.99867	3212.14536
BUB1B-PAK6	837.65119	908.64081	1030.70271	845.94032	772.24879
BUB1P1	0	0	0	0	0
BUB3	1.32678	0	0	0.37222	0.74176
BUD13P1	17.24	125.754	21.2654	7.30544	32.3714
BUD23	0	0	1.20984	0	0
BUD31	0	0	0	0	0
BUD31P2	0.13122	2.5194	0	0	0
BVES-AS1	0	0	0	0	0
BX000531.1	0	0	0	0	0
BX005132.1	0	0	0	0	0
BX005266.2	67.05468	87.35437	0.8094	8.64873	7.38832
BX005428.1	0	0	0	0	0
BX005432.1	0	0	0	0.66412	0
BX005460.1	0	0	0	0	0
BX072579.1	4.78001	6.32814	20.13323	9.57359	7.78848
BX072579.2	5.57774	3.37402	2.8432	14.58051	9.09144
BX088651.1	1.6532	0.7904	0	1.52988	0
BX088723.1	62.00688	55.08674	60.64768	132.31861	129.3085
BX119321.1	2.36357	0	0	0	0
BX119904.4	0	0	0	0	0
BX119917.1	0	0	0	3.04507	0
BX247885.2	0	0	0	0	0
BX247947.1	0	0	0	0	0
BX248084.1	25.6049	17.9395	11.3173	5.15489	7.94021
BX248084.2	1.16231	0	0.3241	0	0.72712
BX248093.2	0	0	0	0.97123	0
BX248109.1	374.0084	436.3569	197.03936	107.5072	123.26072
BX248244.1	0	0.35568	0	0.27665	0
BX248310.2	5.73893	6.1256	9.02075	20.1636	8.8572
BX248321.1	2146.0287	2555.132	2593.4167	3268.7917	2673.67237
BX248406.1	69.81276	47.63374	29.6509	15.89752	13.16624
BX248409.1	14.1572	6.74728	11.3258	14.2583	13.5335
BX248413.1	68.87327	120.93237	11.09588	19.95765	31.41572
BX248415.1	0	0	0	0	0
BX255923.1	69.6281	57.57667	17.25269	30.198	36.19148
BX255925.2	0	0	0	0	0
BX255925.3	0	0	0	0	0
BX276092.2	0	0	0	0	0
BX276092.3	0	0	0	0	0
BX276092.4	0.15552	0	0	0	0
BX276092.8	0	0	0	0	0
BX276092.9	0	0.28652	0.88648	0.93558	0.488
BX284613.1	211.751	658.164	8.67027	11.1856	2.9036
BX284632.2	0	0	0	0	0
BX284656.1	0	0	0	0	0
BX284668.2	36.62735	34.83484	12.91674	71.61164	16.26068
BX284668.3	2.21155	16.69012	0	0	0
BX284668.4	107.935	54.781	20.6736	13.0344	15.5238
BX293535.1	3.40432	4.50982	2.45531	1.69633	3.33304
BX293995.1	4.08514	2.33638	24.92274	30.87738	42.58202
BX295541.1	0	0	0	0	0
BX322234.1	5.70952	17.93622	5.22677	6.12601	5.67056
BX322557.1	49.50299	32.19382	20.11091	18.51268	31.53258
BX322650.1	47.2129	29.6033	2.86882	8.45039	6.19272
BX322784.1	1.44004	0	0	0	0
BX323046.1	9.43906	33.6906	92.1261	46.6774	79.7177
BX323845.1	0	0	0	0	0
BX323845.3	11.5986	7.33027	4.70977	3.62443	2.66463
BX324167.2	4.57506	0.75088	12.7247	18.423	34.1942
BX470102.1	34.17915	35.7691	21.59864	36.96989	46.574
BX470209.1	19.3221	13.60768	8.13303	9.12693	15.70554
BX510359.1	9.16735	13.26194	7.6091	12.39555	18.3794
BX510359.2	59.755	94.2553	88.5239	137.7412	138.2736
BX510359.3	0.25272	3.07268	0.3964	0.9309	1.52256
BX510359.7	279.691	255.32876	220.27001	349.3428	260.89563
BX510359.8	40.5301	74.5875	70.059	127.506	75.3546
BX537318.1	12.73174	5.30062	15.63949	18.10865	10.36512
BX537318.2	132.456	122.751	139.411	249.903	261.975
BX544879.1	118.16748	90.2737	63.286	33.465	34.06546
BX546450.1	0	0	0	0	0
BX546450.2	0.24786	0	0.64828	1.37415	0
BX571818.1	2722.66727	1512.636	298.75876	98.4849	110.23457
BX571846.1	14.37066	11.36565	15.85719	17.94853	12.80112
BX640514.1	44.9648	25.7154	11.8286	5.01308	4.77265
BX640515.1	3.33589	0.9386	0.64797	1.53064	0
BX649210.2	116.042	114.432	49.3777	83.3957	76.6973
BX649567.1	0	0	0	0	0
BX649601.1	0	0	0	0	0
BX664615.1	0.73895	3.56668	0	0.67905	0.2196
BX664702.1	0	0	0	0	0
BX664718.1	120.10466	41.29214	118.6282	146.35952	214.63921
BX664727.3	237.83424	197.87723	226.45774	127.88507	164.93063
BX679664.1	1.40567	0.47424	3.87866	6.47426	6.57824
BX679664.3	19.959	26.2818	64.2708	23.3407	21.8107
BX842568.4	0	13.8744	0	0	0
BX890604.1	0	0	0	0	0
BX908719.1	2.25641	0.65208	0.66484	1.0067	0
BX908738.1	2.04275	0.90402	0.213	0.09054	0
BX908738.2	0	0	0.64752	0	1.48352
BX908738.3	24.2526	10.9111	14.45	3.28244	9.27809
BX927132.2	0.40825	0.03458	0	0	2.89872
BX927133.1	0	0	0	0	0
BX927139.1	124.18328	161.844	214.50588	239.1904	223.028
BX927167.1	35.25839	20.88783	3.20191	7.95952	14.8071
BX927168.1	2.70386	1.71912	0	2.72897	0
BX927182.1	0	0	0	0	0
BYSL	60.47453	34.11564	22.51582	37.41245	20.36424
BZW1	3.1401	19.80362	3.34313	0.38228	0.68808
BZW2	77.29857	113.96597	49.39124	86.01862	27.19624
C10orf142	43.76539	39.50801	24.01704	38.67262	30.5488
C10orf53	0.53946	0	3.14634	2.25466	0.66856
C10orf62	12.9806	6.50104	20.7293	20.2224	16.6603
C10orf71	0.73872	0	0	0	0
C10orf91	0	0	0	0	0
C10orf99	59.35135	51.30998	263.11287	148.76576	140.40004
C11orf1	0	0	1.46159	0.7646	8.4912
C11orf42	8.03809	2.22794	1.56002	1.04671	0.27328
C11orf44	0	0	0	0	0
C11orf49	0	0.26676	0.26859	0	0
C11orf52	0	0	0	0	0
C11orf53	0.67068	0.30134	0	0.16096	1.11264
C11orf54	43.89965	113.08494	12.24831	23.56927	29.646
C11orf58	15.03628	9.47492	6.21584	6.89051	4.90928
C11orf74	0	0.8645	0	1.80577	0
C11orf80	0	3.13196	4.12794	0.3521	0
C11orf86	352.5022	380.351	555.5629	449.418	374.85
C11orf87	810.6112	881.7281	1973.4777	1512.1124	1158.0948
C11orf88	7.683	1.8031	7.29578	2.9404	6.954
C11orf96	61.3217	39.1783	7.74818	34.0353	9.38424
C11orf97	8.59822	7.52745	8.7766	5.20063	4.65591
C11orf98P1	1.01625	5.10719	0.64752	0.21147	2.60104
C12orf10	35.95623	136.52531	6.61864	3.47725	30.18768
C12orf29	1.38024	2.9393	0	0	6.01216
C12orf40	9.37593	12.50595	16.48688	28.94861	16.41632
C12orf45	0	0	0	0	0
C12orf54	0	0	0.03834	0	0
C12orf57	1.93914	0.37544	4.17362	7.61566	19.3248
C12orf60	0.57348	0.2964	0.32376	1.19285	0.97112
C12orf65	0	0	0.3195	0	0.67344
C12orf75	0	0	0	0	0
C14orf119	31.26892	78.51715	29.90375	14.47119	15.70872
C14orf132	1.47896	0	0	0	0
C14orf177	0	1.50176	0	0	0
C14orf178	0	1.1362	1.0224	2.88219	1.18096
C14orf180	2.40084	0.19266	0	0	0
C14orf28	52.65676	49.97876	32.3741	13.29102	21.1078
C15orf32	2.79512	5.42906	0.93782	1.90658	2.7328
C15orf39	2112.88717	4055.24835	13.80933	237.50624	367.98926
C15orf41	0.24786	875.44418	5.18016	1.02612	0.74176
C15orf48	13.13956	5.90824	3.5669	9.63376	17.47528
C15orf53	50.09105	66.29793	117.16338	128.45849	155.31372
C15orf54	100.22753	73.63168	155.28077	131.82383	150.7675
C15orf61	0	0	0	0	0
C15orf62	442.406	256.555	244.861	103.248	128.209
C15orf65	0	0	0	0	0
C16orf45	984.49628	722.86251	2060.68111	1864.26528	1216.85093
C16orf70	0	0	0	0	0.96624
C16orf71	0	0	0	0	2.92312
C16orf72	11.11427	48.94412	149.22028	76.64871	108.6092
C16orf78	0	0	0	0	0
C16orf82	0.73872	0	1.39822	1.7208	2.75232
C16orf86	0	0	0	0	0
C16orf92	0	0	0	0	0
C16orf96	0	0.3705	0	0	0.30256
C17orf100	337.41445	291.44623	194.1184	156.90332	158.76716
C17orf107	0	0	0	0	0
C17orf112	1.4824	0.41496	0	0	2.64496
C17orf49	1.4588	14.03454	1.29551	3.20914	2.68888
C17orf50	4.35198	5.67606	2.94939	1.2084	5.31432
C17orf53	0	0	0	2.53764	2.44976
C17orf64	0	0	0	0	0
C17orf77	1.10808	0	0	0	0
C17orf78	3.49176	2.23288	2.2171	0.5533	0
C17orf80	0	0	0	0	0
C17orf82	0.0486	0	0.32376	0	0
C17orf97	0	0	0	0	0
C17orf99	3.53474	2.60832	0	0	0.75152
C18orf12	0	0.75088	0.64752	0.01006	0
C18orf15	0.73872	0	0	0	0
C18orf21	691.75511	607.88817	407.41624	520.69297	546.29553
C18orf25	67.96151	139.20796	145.98601	135.04105	151.40698
C18orf54	132.59239	481.92391	81.75738	88.78044	228.20374
C18orf63	30.0963	53.42273	4.95304	12.81362	4.99224
C18orf65	5.19825	4.3966	83.5052	119.1077	117.699
C19orf24	81.37678	26.14856	39.40769	48.07648	37.3746
C19orf33	0	0	0	0	0
C19orf38	0	0	0.18744	0	0
C19orf44	38.86871	28.96939	24.2807	25.85677	38.16648
C19orf53	2611.06322	3981.0812	1723.39642	2736.32925	2867.043
C19orf66	548.89584	557.97422	188.40028	339.83799	506.10194
C19orf71	0.60326	0	0	0	0
C19orf81	24.10353	23.51813	19.70532	42.59201	29.23162
C1GALT1	0.23328	2.25264	1.29504	3.4335	4.37736
C1GALT1P1	0	0	0	0	0
C1GALT1P2	0	0	0	0	0
C1QA	41.01639	20.44106	0	0	3.2696
C1QB	37.7369	7.29144	0	0	0
C1QC	6.58977	0	0	0	0
C1QL1P1	17.6732	8.29825	0.64752	6.75563	4.21144
C1QTNF1	0.83592	0	0	0	0
C1QTNF7	61.97005	89.1387	1345.30086	1039.81413	976.36745
C1QTNF9	5.55494	0.55328	1.73906	1.52912	0.74176
C1RL-AS1	2.79153	1.6055	2.18631	10.13303	10.26264
C1S	9.66262	11.4855	9.19734	10.15022	9.7112
C1orf100	7.41486	50.10738	9.65909	16.10863	8.37408
C1orf105	19.51645	5.50757	4.66758	7.49017	4.29928
C1orf112	1991.11981	1072.56073	1566.79832	650.99809	613.50523
C1orf115	3.69512	3.7544	60.01882	347.086	115.83052
C1orf122	922.5944	590.10158	843.43292	492.2722	526.0659
C1orf137	0	0	0	0	0
C1orf143	3.24952	0	0	0	0
C1orf146	7.75169	6.55538	3.73403	10.03814	3.91376
C1orf158	0	0	0	0.69917	0.36112
C1orf162	1714.432	530.54266	2113.7063	1088.89	1466.6334
C1orf167	3919.55651	1767.8092	1867.11124	1348.96737	1514.404
C1orf185	0	0	0	0	0
C1orf21	243.84422	175.817	1.29554	0.76456	2.22528
C1orf220	436.3803	498.43717	194.1946	126.83802	210.9925
C1orf226	2.66814	0	0	0	0
C1orf50	1343.36098	1019.12725	1268.35798	761.90051	663.9734
C1orf53	3.5351	1.09174	0	13.68513	0
C1orf54	539.48046	375.436	571.743	454.655	551.626
C1orf56	3338.70678	1958.9228	3538.9859	2763.0279	2288.9743
C1orf68	0	0	0	0	0
C1orf94	0	0	0	0	0
C2	54094.5715799998	41594.51361	31602.1093000001	30692.96207	33679.4287300001
C20orf141	0	0	0	1.18786	0
C20orf144	0	0	0	0	0.6832
C20orf187	94.6925	176.6319	135.7613	227.4405	121.3724
C20orf197	0	0.39026	0	0	0
C20orf202	2.97078	0.75088	7.4085	14.48882	16.03084
C20orf204	776.33531	1540.7625	72.23946	68.19767	44.02736
C20orf85	4.41987	18.60618	0	6.70945	0.54168
C21orf62-AS1	905.98044	485.7201	345.09314	412.81912	537.3973
C22orf15	233.77958	166.031	66.97233	64.36417	102.08952
C22orf46	17.58836	6.74804	0.71632	11.28131	6.78808
C2CD2L	1027.52978	1091.3595	427.38092	812.89969	732.24362
C2CD4A	50.46122	57.04036	9.03976	8.19828	11.4192
C2orf15	1.48785	0	0	0	0
C2orf16	742.09737	299.00458	138.10576	330.89009	448.81724
C2orf27A	0	0	0	0	0
C2orf27AP3	0	0	0	0	0
C2orf40	0	0	0	0	0
C2orf48	74.20421	80.67355	29.76687	55.25002	47.42942
C2orf49	0	0	0	0	0
C2orf50	366.9632	379.43678	312.6456	334.57438	327.0491
C2orf69	0.54459	0.27664	0	0	0
C2orf69P1	74.3797	97.8757	83.2013	44.4413	44.7622
C2orf69P2	12.4944	10.6506	4.76477	5.72261	8.65224
C2orf69P3	6.71034	12.5024	3.13766	0	1.48352
C2orf69P4	4.53729	5.38954	1.29656	2.19934	4.40664
C2orf70	25.39348	39.50594	32.02384	23.99647	21.65819
C2orf72	6.44766	2.63796	0	0.73438	2.03008
C2orf73	53.56888	181.36313	25.2776	36.32774	64.5771
C2orf74	24.14857	7.06914	0	1.23861	1.71776
C2orf78	0	0	0	0	0
C2orf88	0	0	0	0	0
C2orf92	419.913670000001	267.15728	662.634620000001	1047.6699	697.344679999999
C3P1	535.71666	290.40997	180.0055	239.59834	274.06818
C3orf14	0.73887	0	0	0.68452	0.26352
C3orf20	0	0	1.61968	1.53064	0.77592
C3orf30	697.47604	480.08869	187.36968	275.19459	189.72914
C3orf35	0	3.20606	0	1.28265	0
C3orf38	3.67794	0	0	0	0
C3orf49	1801.03602	3778.6122	107.68972	119.31902	110.42963
C3orf52	0.85536	0	0	0	0
C3orf56	0	0	0	0	0
C3orf58	19.16663	15.46714	14.76404	23.75935	30.92456
C3orf67-AS1	0.24786	2.48976	1.29504	0	1.59576
C3orf79	0	0.58786	0	0	0
C3orf80	477.5397	460.06983	374.0692	519.6238	446.1303
C3orf85	8.45751	1.6549	6.76055	3.70232	10.71648
C4A	2572.01986	3860.99009	3731.34375	4441.47306000001	4782.35556
C4B	7428.1377	5145.48812	6669.39985999999	11743.36111	12935.10971
C4BPA	0.99676	4.78686	4.28432	3.12993	0.59048
C4BPAP1	3.17153	11.12413	1.2954	2.51618	2.26432
C4BPAP2	1.17688	1.43754	0	0.06042	1.75192
C4BPB	0.72909	2.70712	48.31045	33.6174	34.73096
C4B_2	1.66212	6.4467	1.86615	4.15164	1.61528
C4orf17	0	0	0	0	0
C4orf19	381.21717	170.73378	416.7245	283.21908	349.28085
C4orf33	0	0	0	0	0
C4orf47	2.76304	0.25194	1.2356	0.76456	0
C4orf48	0.41796	0.17784	0.15336	0.27162	0.28304
C4orf51	18.19405	15.8173	3.70312	6.61348	3.80152
C5AR1	15.26002	21.17778	9.57661	10.71939	10.11136
C5AR2	120.03629	32.64848	24.87673	50.96688	74.1809
C5orf17	929.17693	1154.58672	1686.5339	1694.1488	1563.9686
C5orf22	1.7982	0.69654	2.23251	0	0.37088
C5orf24	0	0	0	0	0
C5orf30	0	0	0.52824	0	0.74176
C5orf38	0	0	0	0	0
C5orf47	540.35903	722.88105	626.24315	847.79901	872.22409
C5orf51	54.45045	32.1051	12.49559	31.53558	32.0567
C5orf52	129.35776	116.00367	10.74609	17.51039	23.85974
C5orf56	0	0	0	0	0
C5orf58	0	0	0	0.36719	0
C5orf60	0	0	0	0	0
C5orf64	524.78138	287.4206	104.20751	175.92867	234.31084
C5orf66	0	0	0	0	0
C6orf120	2312.16	1477.28	1579.6	654.808	778.205
C6orf136	379.15193	328.46238	500.01635	524.7489	514.3505
C6orf141	0.36936	1.11644	0	0	0
C6orf163	329.06358	243.80783	195.46202	153.00624	105.71704
C6orf201	0	0	0	0	0
C6orf203	0	0	0	0	0
C6orf223	34.72066	1.94142	0	1.08648	0
C6orf47-AS1	111.89762	99.5453	177.8963	251.229	246.587
C6orf48	3641.4847	2138.5455	2311.85167	952.97609	1322.91972
C6orf58	0	0	0	0	0
C6orf89	2.88832	343.76027	0	0.22132	0
C6orf99	0	0	0	0.63881	0
C7	43.93473	40.10431	64.8012	106.70933	156.77953
C7orf26	207.68504	215.76325	71.73668	56.7585	131.4115
C7orf33	13.52549	10.76315	14.6463	21.31152	13.10378
C7orf55-LUC7L2	0	0	0	0	0
C7orf57	0	0	0	0	0
C7orf65	0	0	0	0	0
C7orf69	0	0	0	0	0
C7orf71	0.55404	0.7904	0.67373	3.06128	2.47904
C8A	0	0	0	0	0
C8G	0	0	0	0	0
C8orf17	0	0	0	0	0
C8orf31	0	0	0	0	0
C8orf33	2.95488	31.92932	7.7494	44.90862	15.91368
C8orf34	0	0	0	0	0.74176
C8orf37-AS1	2.58283	6.00704	0	0	0.51728
C8orf44	0	0	0.47736	0	0
C8orf48	0	0	0	0	0
C8orf49	0	0	0	1.52936	0
C8orf58	0	0	0	0	0
C8orf59P2	0	0.58292	0	0	0
C8orf74	1039.51805	734.79849	2479.6775	3704.3465	4230.20159
C9orf106	0	0	0	0	0
C9orf131	13.65099	1.00776	0.53676	2.29395	5.31432
C9orf135	14.13448	5.74028	0.37507	2.09751	0
C9orf139	0	0	0	0	0
C9orf16	0	0	0	0	0
C9orf163	0	0	0	0	0
C9orf170	2.36227	8.23498	1.24392	0.66899	1.69336
C9orf3	66.63302	82.95056	96.36315	110.01774	191.31879
C9orf41-AS1	0	0	0	0	0
C9orf43	3.64649	1.11644	0.64752	0.0302	2.7816
C9orf62	0	0	0	0	0
C9orf85	0	0	0	0.38228	1.48352
CA13	813.23436	650.03382	1947.31007	985.66815	926.45232
CA14	722.83089	1132.8502	2606.14171	3629.56913	2809.32486
CA2	0.61236	0.53352	0	0.02012	6.08536
CA3	2.85355	11.52502	10.01257	14.27596	15.33784
CA4	0	0	0	0	0.37088
CA5B	24.29049	15.95913	34.57824	32.41814	53.55768
CA5BP1	511.631	284.05825	503.17765	752.0234	947.8416
CA6	20.79223	1.50176	0	0	0.28792
CA7	0	0	0.3408	0.44264	0
CA9	0	0.25688	0	0	0
