symbol  TSC1	TSC2	MSC1	MSC2	NPC1	NPC2	ESC1	ESC2	MES1	MES2
AC004980.10	13	12	18	28	22	14	5	6	6	6
AC004980.11	1	1	0	4	2	0	2	2	4	4
AC004980.7	179	229	286	273	344	310	184	180	233	233
AC004980.8	0	0	0	0	0	0	0	0	0	0
AC004980.9	0	2	0	0	0	0	0	0	1	1
AC004985.12	9	0	0	2	18	18	1	2	3	3
AC004987.10	0	0	0	0	0	0	0	0	0	0
AC004987.9	11373	14151	9240	9383	13989	14425	9773	10735	15030	15030
AC004988.1	5	5	219	176	0	4	0	1	0	0
AC005000.1	0	0	0	0	0	0	0	0	0	0
AC005000.2	0	0	0	0	0	0	0	0	0	0
AC005003.1	651	733	478	490	2444	2490	991	1065	1306	1306
AC005007.3	0	2	2	0	2	1	1	4	0	0
AC005008.2	0	0	0	0	0	0	0	0	0	0
AC005008.3	0	0	0	0	0	0	0	0	0	0
AC005009.1	9	17	1	4	11	6	6	14	7	7
AC005009.2	13	24	2	0	27	24	9	8	9	9
AC005013.1	470	591	102	94	34	31	33	29	15	15
AC005013.5	38	71	0	0	8	4	5	18	2	2
AC005014.5	18694	20680	8380	8242	11574	12209	7753	7803	11969	11969
AC005017.2	0	0	0	0	0	0	0	0	0	0
AC005019.2	0	3	1	5	2	1	2	3	4	4
AC005019.3	0	0	0	0	1	0	0	0	1	1
AC005020.1	0	0	0	0	1	0	0	6	1	1
AC005022.1	124	128	2	8	7	11	0	3	1	1
AC005027.3	10	3	3	5	0	0	1	0	0	0
AC005029.1	10	8	4	2	0	6	0	0	0	0
AC005033.6	0	0	0	0	0	0	0	0	0	0
AC005034.2	0	2	0	0	0	0	0	0	0	0
AC005034.3	405	489	568	567	666	685	425	470	737	737
AC005037.1	4	2	0	0	0	1	0	0	0	0
AC005037.2	0	0	0	0	1	0	0	0	0	0
AC005037.3	1	1	0	4	0	0	0	0	2	2
AC005037.4	2	1	0	0	0	4	3	0	3	3
AC005037.6	0	0	0	0	0	0	0	0	0	0
AC005040.3	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	1	0	0	2	0	0	0	0	0
AC005041.17	21	42	17	12	4	12	9	3	1	1
AC005042.2	13	4	3	5	1	2	12	12	56	56
AC005042.3	4	4	2	8	10	6	1	3	2	2
AC005042.4	56	53	27	15	135	179	119	101	72	72
AC005042.5	0	0	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0	0	0
AC005062.2	6	4	1	6	87	101	11485	12181	6667	6667
AC005071.1	0	0	0	0	0	0	0	0	0	0
AC005076.5	108	133	74	46	542	507	362	317	303	303
AC005077.12	1	13	8	4	8	5	34	32	13	13
AC005077.14	68	99	99	104	66	88	397	470	384	384
AC005077.5	0	0	0	0	0	0	0	0	1	1
AC005077.7	0	5	1	4	4	6	42	53	32	32
AC005077.8	1	2	0	0	0	2	4	8	2	2
AC005077.9	0	0	0	0	0	0	0	0	0	0
AC005082.1	3	0	3	2	5	17	6	13	1	1
AC005082.12	0	0	2	0	6	2	2	2	10	10
AC005083.1	12	17	1	4	62	48	451	576	429	429
AC005086.1	4	4	0	0	0	16	3	3	3	3
AC005086.2	0	1	0	0	3	0	3	3	1	1
AC005086.3	3	3	0	0	8	1	1	4	4	4
AC005086.4	5	5	2	0	14	20	6	3	2	2
AC005088.1	0	0	0	0	0	0	0	0	0	0
AC005094.2	0	0	0	0	0	0	0	0	0	0
AC005102.1	580	616	262	251	533	469	426	437	819	819
AC005104.3	59	66	52	38	103	128	123	122	102	102
AC005105.2	0	0	0	0	0	0	0	0	0	0
AC005150.1	27	35	0	0	1	1	6	1	6	6
AC005152.2	200	225	17	31	1756	1659	72	37	15	15
AC005152.3	7	5	5	2	31	20	1	6	14	14
AC005154.6	1613	2144	2571	2369	3581	3754	1827	1758	1019	1019
AC005154.7	33	40	49	38	158	169	17	24	8	8
AC005154.8	3	15	25	6	61	41	26	19	9	9
AC005159.1	0	0	0	0	0	0	0	4	0	0
AC005160.3	0	0	0	4	0	0	0	2	0	0
AC005161.1	0	0	0	0	0	0	0	0	0	0
AC005162.4	2	10	0	0	5	3	1	0	1	1
AC005162.5	65	81	3	4	2	3	3	0	2	2
AC005176.1	0	2	0	0	1	0	0	0	0	0
AC005176.2	2356	2399	0	0	0	0	2	0	0	0
AC005176.3	0	0	0	0	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0	0	0	0	0
AC005189.6	84	119	134	141	331	350	143	220	217	217
AC005195.1	0	0	0	0	0	0	0	0	0	0
AC005197.2	11	19	5	2	50	71	41	72	9	9
AC005215.1	0	0	1	0	0	0	1	0	0	0
AC005220.3	0	0	0	0	4	4	19	9	2	2
AC005224.2	87	112	62	54	132	127	137	154	152	152
AC005229.1	155	156	82	96	252	268	73	86	138	138
AC005229.5	0	2	0	0	0	0	2	0	0	0
AC005229.7	2144	2659	2985	2979	2223	2496	3025	3743	7017	7017
AC005235.1	0	0	0	0	0	0	2	0	0	0
AC005237.2	0	4	0	0	0	0	0	1	0	0
AC005237.4	7	1	2	2	2	2	1	0	0	0
AC005251.4	0	0	0	0	0	0	6	9	0	0
AC005253.2	300	315	202	216	318	304	385	386	173	173
AC005253.4	0	0	0	0	0	0	0	0	0	0
AC005255.3	1231	1372	1160	1115	1362	1375	1054	1366	1364	1364
AC005255.5	4	2	0	0	0	0	0	0	0	0
AC005255.6	3	0	0	0	0	0	0	0	0	0
AC005256.1	0	0	3	2	4	5	1	0	1	1
AC005262.2	0	0	0	0	0	0	0	0	0	0
AC005262.3	0	0	0	0	0	0	0	0	0	0
AC005262.4	23	23	27	41	42	59	33	31	28	28
AC005264.2	0	0	6	2	0	0	1	1	1	1
AC005276.1	15	12	0	0	0	0	986	842	552	552
AC005280.1	0	0	0	0	2	0	3	0	1	1
AC005281.1	2	2	0	0	0	1	10	1	0	0
AC005281.2	81	70	0	0	0	0	0	0	3	3
AC005284.1	0	0	0	0	0	0	0	0	0	0
AC005288.1	0	0	0	0	6	0	0	1	0	0
AC005300.5	1	0	0	2	9	30	13	18	3	3
AC005301.8	0	0	0	0	0	0	0	0	0	0
AC005304.1	0	0	1	0	0	4	0	0	1	1
AC005306.3	115	129	87	87	276	262	160	217	137	137
AC005307.1	71	129	0	0	235	276	589	554	341	341
AC005307.3	491	658	0	5	823	850	745	761	510	510
AC005324.6	4	0	0	0	11	7	0	0	2	2
AC005324.7	0	2	0	0	0	0	0	0	0	0
AC005326.2	14	23	30	25	33	32	20	17	47	47
AC005329.7	33	35	37	48	300	341	74	56	9	9
AC005330.2	7	0	13	2	19	20	6	4	7	7
AC005336.4	155	192	128	137	174	215	172	201	356	356
AC005336.5	92	90	89	77	235	217	299	233	227	227
AC005339.2	0	0	0	0	0	0	0	0	0	0
AC005351.1	847	961	643	634	535	508	274	274	414	414
AC005355.1	10	7	5	8	0	0	391	379	161	161
AC005355.2	11	27	10	4	0	0	23	26	54	54
AC005356.1	13	21	30	34	29	29	27	16	8	8
AC005357.1	0	0	0	0	0	0	0	0	0	0
AC005358.1	0	0	0	0	0	0	0	0	0	0
AC005358.3	1	2	0	0	0	0	3	10	2	2
AC005363.9	0	0	0	0	0	0	0	0	0	0
AC005370.1	0	0	0	0	0	0	0	0	0	0
AC005375.1	0	0	0	0	0	0	0	0	0	0
AC005387.2	24	23	28	22	42	47	49	23	15	15
AC005387.3	22	21	18	17	58	47	24	33	18	18
AC005391.2	50	68	10	5	29	18	16	16	17	17
AC005392.13	0	0	0	0	0	0	0	0	0	0
AC005394.1	13	36	0	0	20	18	29	32	18	18
AC005399.1	0	0	0	0	4	4	0	0	0	0
AC005477.1	0	0	0	0	0	0	0	4	0	0
AC005481.5	0	2	0	5	1549	1480	4	8	12	12
AC005484.5	0	0	0	0	0	0	0	0	0	0
AC005487.2	157	177	1	0	0	0	3	2	3	3
AC005488.1	4	6	9	7	11	11	11	11	6	6
AC005488.11	7	2	4	8	7	4	4	5	0	0
AC005493.1	0	0	0	0	3	1	0	0	0	0
AC005498.3	12	21	54	40	26	23	5	8	9	9
AC005498.4	7	15	2	2	4	10	0	0	2	2
AC005513.1	0	0	0	0	0	0	0	0	0	0
AC005517.3	34	34	28	10	31	44	33	32	18	18
AC005518.2	0	0	0	0	0	0	0	0	0	0
AC005519.4	331	388	269	255	1138	1270	540	504	353	353
AC005522.6	0	0	0	2	2	0	0	2	0	0
AC005522.7	5	3	0	0	0	1	32	10	0	0
AC005523.2	0	0	0	0	0	0	0	0	0	0
AC005523.3	25	21	4	2	10	6	7	9	13	13
AC005532.5	362	394	2	1	6	4	8	4	4	4
AC005534.6	116	176	299	369	472	483	248	311	290	290
AC005534.8	9	10	4	2	13	13	7	7	7	7
AC005537.2	0	1	1	2	90	66	18	18	13	13
AC005538.5	0	0	0	0	4	1	0	0	0	0
AC005539.2	190	252	144	182	428	448	364	441	315	315
AC005540.3	22	21	10	11	23	23	36	17	28	28
AC005544.1	0	0	0	0	0	0	0	0	0	0
AC005546.2	71	75	65	21	39	54	158	135	112	112
AC005549.1	0	0	0	0	0	0	0	0	0	0
AC005549.2	0	0	1	0	0	2	11	15	25	25
AC005549.3	1	0	0	0	2	0	0	0	5	5
AC005550.3	0	0	0	0	6	6	0	0	8	8
AC005550.4	0	0	0	0	0	0	26	21	1	1
AC005550.5	0	0	0	0	0	0	1	11	0	0
AC005559.2	0	0	0	0	0	0	0	0	0	0
AC005559.3	0	0	0	0	0	0	0	0	0	0
AC005562.1	198	230	46	55	186	164	75	76	52	52
AC005588.2	0	0	0	0	0	0	0	0	0	0
AC005592.1	15	4	42	69	33	44	2255	2126	220	220
AC005592.2	35	37	239	216	15	21	183	209	122	122
AC005592.3	2	8	23	35	4	15	502	380	50	50
AC005594.3	40	41	89	27	51	76	57	41	67	67
AC005597.1	0	0	0	0	2	0	0	0	0	0
AC005606.1	0	0	0	0	0	0	0	0	0	0
AC005606.14	1	3	0	0	8	5	8	10	2	2
AC005606.15	0	0	0	0	0	0	0	0	0	0
AC005609.1	85	109	269	227	109	138	272	223	162	162
AC005609.2	0	0	0	0	0	0	1	0	0	0
AC005614.3	5	0	0	5	8	16	10	16	3	3
AC005614.5	0	0	0	0	0	0	0	0	0	0
AC005616.1	18	12	0	3	23	16	24	24	15	15
AC005616.2	4	2	0	0	2	4	0	4	3	3
AC005618.1	0	0	0	0	0	0	0	0	0	0
AC005618.6	218	273	58	44	438	458	448	373	507	507
AC005621.1	0	0	0	0	0	0	0	0	0	0
AC005624.2	35	28	21	24	26	25	19	27	16	16
AC005625.1	3	1	0	0	2	7	0	1	1	1
AC005626.3	0	0	0	0	0	0	0	0	0	0
AC005631.1	0	0	0	0	0	0	0	0	0	0
AC005682.5	253	299	371	428	167	169	1876	2115	6250	6250
AC005682.6	122	154	58	34	18	38	156	145	154	154
AC005682.7	23	22	21	31	10	25	30	41	35	35
AC005682.8	3	2	20	19	3	5	9	12	18	18
AC005686.1	0	0	0	0	0	0	0	1	0	0
AC005701.1	0	0	0	0	0	0	0	0	0	0
AC005702.1	151	112	149	124	531	536	160	170	132	132
AC005702.2	31	36	51	50	173	208	65	60	54	54
AC005702.3	20	23	41	27	92	112	25	35	44	44
AC005702.4	42	41	74	43	203	197	51	54	60	60
AC005703.2	0	0	0	0	0	0	0	0	0	0
AC005703.3	0	4	2	4	0	0	2	0	0	0
AC005722.4	0	2	0	4	0	0	0	0	0	0
AC005725.1	1	0	0	0	0	0	3	2	0	0
AC005730.2	0	0	0	0	0	0	0	0	0	0
AC005740.3	1	1	1	1	13	14	18	19	2	2
AC005740.4	734	991	901	856	1906	1872	2026	2231	2799	2799
AC005740.5	9	12	14	11	10	11	18	4	5	5
AC005740.6	19	12	31	22	43	61	51	24	0	0
AC005741.2	0	0	0	0	0	0	0	0	0	0
AC005754.7	56	76	84	62	106	124	92	76	26	26
AC005754.8	160	185	165	156	579	611	222	214	112	112
AC005757.6	3	1	0	1	2	4	0	3	0	0
AC005757.7	0	0	0	0	0	0	0	0	0	0
AC005758.1	0	0	0	0	0	0	0	0	0	0
AC005772.2	0	0	0	2	12	3	4	1	1	1
AC005775.2	93	93	66	66	138	187	67	45	40	40
AC005776.1	18	36	11	13	30	30	39	26	7	7
AC005777.3	0	0	0	0	0	0	0	0	0	0
AC005779.1	0	3	8	4	0	0	4	0	1	1
AC005779.2	0	2	4	1	2	0	0	0	0	0
AC005780.1	4	8	0	0	2	2	0	0	2	2
AC005783.1	0	1	0	0	2	6	7	18	19	19
AC005785.2	112	124	87	82	109	130	193	135	78	78
AC005786.3	8	12	2	2	1	6	2	10	3	3
AC005786.5	4	4	0	0	10	10	23	12	2	2
AC005786.7	0	0	0	0	0	0	0	0	0	0
AC005789.11	341	329	2248	2156	1241	1376	400	369	189	189
AC005789.9	0	0	0	0	0	0	0	0	0	0
AC005794.1	2	1	0	0	6	6	0	0	1	1
AC005795.1	5239	6121	5618	5568	3774	3815	5685	6253	9142	9142
AC005808.3	0	0	0	0	0	0	0	2	1	1
AC005822.1	7567	8691	8154	8027	8107	7951	8017	8690	16815	16815
AC005831.1	2	2	2	0	0	4	10	2	39	39
AC005838.2	0	0	0	0	0	0	0	0	0	0
AC005841.1	20	22	12	11	38	54	22	35	8	8
AC005863.1	12	12	0	0	3	3	2	2	0	0
AC005863.2	0	0	0	0	8	0	0	0	0	0
AC005884.1	0	0	1	0	1	1	1	2	3	3
AC005926.1	0	0	0	0	0	0	0	0	0	0
AC005932.1	31	29	124	112	388	519	203	143	9	9
AC005943.4	189	197	54	52	106	162	169	139	103	103
AC005943.5	1486	1759	451	437	1701	1893	761	1005	1412	1412
AC005944.2	0	0	0	0	0	0	0	0	0	0
AC005954.3	17	16	15	16	27	29	17	13	7	7
AC005954.4	3	1	0	2	1	1	8	0	0	0
AC006000.5	2	8	32	32	10	7	16	22	12	12
AC006001.1	3	1	0	4	0	3	2	1	2	2
AC006003.3	0	0	0	0	0	0	0	0	0	0
AC006004.1	0	0	0	0	0	2	0	0	0	0
AC006007.1	0	0	0	0	0	0	0	0	0	0
AC006011.4	0	0	0	0	0	0	0	0	0	0
AC006014.1	29	31	79	61	60	83	110	71	56	56
AC006014.10	0	0	0	0	0	0	0	0	0	0
AC006014.7	0	0	0	0	0	0	0	0	0	0
AC006014.8	8	7	7	11	5	6	6	4	3	3
AC006019.3	0	1	0	2	2	4	3	5	2	2
AC006019.4	0	0	0	0	0	0	2	0	0	0
AC006022.4	0	2	0	0	4	5	1	1	0	0
AC006023.8	61	79	64	56	115	138	100	98	126	126
AC006024.4	892	1120	619	589	1139	1167	1129	1344	1598	1598
AC006026.1	0	1	0	0	0	0	0	0	0	0
AC006026.10	3884	4515	3072	3101	6118	5826	4162	4425	4955	4955
AC006026.12	0	0	0	0	1	0	0	0	0	0
AC006026.13	23	23	10	10	166	138	24	20	14	14
AC006026.9	2691	3220	2635	2566	4309	4308	4062	4632	9093	9093
AC006028.11	992	1138	695	620	1457	1589	1906	2159	2288	2288
AC006033.22	258	303	2452	2591	628	641	1030	1138	1099	1099
AC006035.1	0	0	0	0	0	0	0	0	0	0
AC006037.2	0	0	0	0	0	0	0	0	0	0
AC006041.1	0	0	0	0	0	0	0	0	0	0
AC006042.6	30	42	6	0	23	35	142	119	26	26
AC006042.7	8	12	10	5	38	48	15	13	15	15
AC006042.8	318	414	512	479	867	925	418	389	488	488
AC006045.3	17	21	25	39	28	16	31	18	27	27
AC006050.2	5	2	0	0	0	0	1	5	0	0
AC006070.12	0	0	0	0	0	0	0	0	0	0
AC006076.1	0	0	0	0	0	0	0	0	0	0
AC006077.4	0	3	0	1	0	0	5	6	0	0
AC006080.1	0	0	0	0	0	0	0	0	0	0
AC006111.1	16	22	5	11	44	41	63	52	52	52
AC006115.1	0	0	0	0	0	0	0	0	0	0
AC006115.3	213	246	0	0	1277	1137	575	522	298	298
AC006115.6	0	4	0	0	4	5	5	4	3	3
AC006116.1	6	7	6	4	11	10	24	25	6	6
AC006116.12	58	43	24	27	96	93	49	41	50	50
AC006116.13	74	96	83	94	96	102	56	56	67	67
AC006116.14	0	0	0	0	2	0	1	0	0	0
AC006116.15	12	8	10	4	37	46	50	52	67	67
AC006116.17	8	18	6	6	31	30	17	10	4	4
AC006116.19	1	5	9	0	2	1	2	7	7	7
AC006116.20	23	43	57	39	82	118	116	65	53	53
AC006116.21	6	3	2	0	15	17	21	34	8	8
AC006116.22	865	1054	654	759	1385	1519	1708	1950	2413	2413
AC006116.24	23	26	14	9	56	37	30	26	20	20
AC006116.27	0	0	0	0	0	0	0	0	0	0
AC006126.3	2	1	1	0	0	0	4	0	0	0
AC006126.4	1	10	47	29	1	9	23	16	3	3
AC006129.1	8	5	97	116	2	4	12	11	7	7
AC006129.2	13	11	28	8	60	60	86	102	3	3
AC006129.4	30	33	128	68	81	92	97	182	37	37
AC006130.1	0	0	0	0	0	3	1	1	0	0
AC006130.3	16	6	0	4	3	0	3	5	2	2
AC006130.4	0	0	1	0	0	0	0	0	0	0
AC006132.1	0	0	2	1	0	0	0	0	1	1
AC006133.3	0	0	0	0	0	0	2	0	0	0
AC006145.1	0	0	0	0	0	0	0	0	0	0
AC006150.1	0	0	0	0	1	0	0	2	0	0
AC006150.2	0	0	0	0	0	0	0	0	0	0
AC006153.3	0	0	0	0	0	0	0	0	0	0
AC006156.1	0	0	0	0	0	0	0	0	0	0
AC006156.2	0	0	0	0	0	0	0	0	0	0
AC006159.3	0	0	2	9	0	0	0	4	0	0
AC006159.4	2	0	0	1	0	0	0	0	0	0
AC006159.5	6	4	8	5	0	0	6	4	5	5
AC006160.4	0	2	1	0	2	3	1	0	0	0
AC006160.5	38	54	25	14	39	46	82	39	23	23
AC006195.2	17	17	13	3	37	27	18	28	18	18
AC006196.1	0	0	0	0	0	0	0	0	0	0
AC006227.1	0	0	0	0	0	0	0	0	0	0
AC006262.10	4	10	0	0	3	0	0	0	0	0
AC006262.4	1	3	0	1	0	2	1	0	0	0
AC006262.5	266	365	3	0	20	19	3	5	4	4
AC006262.6	59	71	2	1	65	85	26	33	25	25
AC006272.1	21	9	4	2	36	52	23	18	9	9
AC006272.2	0	1	0	2	3	1	10	12	0	0
AC006273.4	8	15	56	38	77	73	85	57	56	56
AC006273.5	77	105	186	209	315	304	296	370	353	353
AC006273.7	17	18	33	39	74	89	137	78	104	104
AC006277.2	7	10	4	1	20	21	6	16	4	4
AC006296.1	0	2	0	0	0	0	0	0	0	0
AC006296.2	0	0	0	0	0	0	0	0	0	0
AC006322.1	0	0	0	0	0	0	2	0	0	0
AC006326.3	0	0	0	0	0	0	0	0	0	0
AC006326.5	0	0	0	0	0	0	0	0	0	0
AC006328.1	0	0	0	0	0	0	0	0	0	0
AC006328.9	0	0	0	0	0	0	0	0	0	0
AC006335.10	0	0	0	0	0	0	0	0	0	0
AC006335.11	0	0	0	0	0	0	0	0	0	0
AC006335.2	0	0	0	0	0	0	0	0	0	0
AC006335.6	0	0	0	0	0	0	0	0	0	0
AC006355.3	0	0	1	2	0	0	0	0	0	0
AC006366.3	0	0	0	0	0	0	0	0	0	0
AC006369.2	0	1	4	0	0	0	1	0	2	2
AC006369.3	0	0	0	0	0	0	0	0	0	0
AC006371.1	0	0	0	0	0	0	0	0	0	0
AC006372.1	4	2	0	4	10	9	0	2	4	4
AC006372.4	6	16	0	0	11	5	5	2	13	13
AC006372.5	2	0	1	0	4	0	0	0	0	0
AC006372.6	1	0	0	0	5	6	0	0	6	6
AC006373.1	0	0	0	0	0	0	0	0	0	0
AC006377.1	0	0	0	1	0	0	0	0	0	0
AC006378.2	68	94	85	88	243	249	112	150	76	76
AC006380.1	0	0	0	0	0	0	0	0	0	0
AC006380.3	0	0	0	0	0	0	0	0	2	2
AC006390.4	0	0	0	0	0	0	0	0	0	0
AC006427.2	0	0	0	0	2	0	0	0	0	0
AC006432.1	0	0	0	0	0	0	0	0	0	0
AC006435.1	0	0	0	0	0	0	0	0	0	0
AC006445.6	2	4	2	1	1	0	5	1	3	3
AC006445.7	1	3	2	0	10	2	2	11	3	3
AC006445.8	12	31	324	267	14	8	22	41	55	55
AC006449.1	0	0	0	0	0	0	0	0	0	0
AC006452.1	0	0	0	1	0	0	0	0	0	0
AC006455.1	0	0	0	0	0	0	0	0	0	0
AC006458.3	0	0	0	0	0	0	0	0	0	0
AC006460.2	5	4	8	6	2	13	5	10	1	1
AC006461.2	1	2	0	0	0	0	0	0	0	0
AC006465.4	2576	3324	557	498	12119	12087	3628	3699	5404	5404
AC006466.5	0	0	0	0	0	0	0	0	0	0
AC006480.1	7	3	0	0	2	8	0	2	0	0
AC006481.1	0	0	0	0	11	17	33	26	6	6
AC006482.1	0	0	4	3	0	0	0	0	0	0
AC006483.1	0	0	0	0	0	0	0	0	0	0
AC006483.5	10455	12853	7288	7215	30	50	1084	1386	2409	2409
AC006486.1	295	289	90	68	82	81	47	22	63	63
AC006486.9	0	0	0	0	0	0	0	0	0	0
AC006487.1	0	0	0	0	0	0	0	0	0	0
AC006499.1	0	0	0	0	0	0	0	0	0	0
AC006499.2	0	0	0	0	0	0	0	0	0	0
AC006499.3	0	0	0	0	0	0	0	0	0	0
AC006499.4	0	2	0	0	0	0	0	0	0	0
AC006499.5	0	1	0	0	0	0	0	0	0	0
AC006499.6	8	0	0	0	0	0	0	0	0	0
AC006499.7	4	5	0	0	0	0	0	0	0	0
AC006499.8	0	0	0	0	0	0	0	0	0	0
AC006499.9	0	0	0	0	0	0	0	0	0	0
AC006509.4	5	2	0	0	1	2	3	5	2	2
AC006509.7	1125	1293	1712	1705	1609	1724	1543	1668	1624	1624
AC006534.1	0	0	0	0	4	4	0	0	0	0
AC006534.2	0	0	0	0	0	0	0	0	0	0
AC006538.1	117	125	63	67	297	272	350	481	163	163
AC006538.4	0	0	0	0	0	0	0	0	0	0
AC006539.1	9	8	2	6	1	4	43	24	12	12
AC006539.2	12	15	14	7	22	18	20	31	31	31
AC006539.3	15	31	15	6	7	12	89	68	39	39
AC006539.4	0	0	0	0	0	0	2	0	1	1
AC006547.13	639	646	895	834	297	306	477	435	242	242
AC006547.14	65	77	58	42	70	57	26	9	17	17
AC006547.15	0	0	0	0	0	0	0	0	0	0
AC006547.8	0	0	0	0	0	0	0	0	0	0
AC006548.19	0	0	0	0	0	0	0	0	0	0
AC006548.26	0	0	0	0	0	0	0	0	0	0
AC006552.1	0	0	0	0	2	0	0	0	2	2
AC006557.1	5	11	0	1	29	19	56	52	10	10
AC006926.1	0	0	0	0	0	0	0	0	0	0
AC006942.4	13	10	10	11	18	28	27	31	22	22
AC006946.12	7	10	7	10	6	8	6	7	3	3
AC006946.15	7	13	5	2	45	30	42	60	55	55
AC006946.16	1	0	0	0	41	49	59	56	14	14
AC006946.17	0	0	0	0	1	4	20	4	0	0
AC006947.1	0	0	0	1	0	0	2	0	0	0
AC006953.1	1	0	1	0	0	6	3	1	0	0
AC006960.5	2	5	1	0	0	0	2	2	2	2
AC006960.7	5	0	0	0	1	0	0	0	0	0
AC006967.1	0	0	0	0	2	0	0	0	0	0
AC006978.6	2035	2444	739	708	2401	2386	1625	1605	1669	1669
AC006987.4	0	0	0	0	0	0	0	0	0	0
AC006987.5	0	0	0	0	0	0	0	0	0	0
AC006987.6	0	0	0	0	0	0	0	1	2	2
AC006987.7	0	0	0	0	1	3	0	2	5	5
AC006988.1	0	0	0	0	0	0	0	0	0	0
AC006989.2	0	0	0	0	0	0	0	0	0	0
AC006994.1	2	4	4	8	2	10	19	15	3	3
AC006994.2	12	20	0	1	32	39	31	19	26	26
AC006994.3	0	0	0	0	0	0	0	0	0	0
AC006995.8	0	0	0	0	0	0	0	0	0	0
AC007000.10	9	4	3	1	5	16	36	10	1	1
AC007000.11	17	8	8	7	9	11	35	29	11	11
AC007000.12	7	4	10	2	5	6	36	15	4	4
AC007003.1	0	1	0	0	0	0	0	0	0	0
AC007009.1	0	0	0	0	0	0	0	0	0	0
AC007009.2	0	1	0	0	4	0	9	1	0	0
AC007014.1	364	463	505	504	600	627	466	489	927	927
AC007016.3	3	0	1	1	3	1	1	0	4	4
AC007025.1	0	0	0	0	0	0	0	0	0	0
AC007036.4	0	0	1	4	22	13	0	5	3	3
AC007036.5	0	0	0	0	0	0	0	0	0	0
AC007036.6	2	0	0	0	4	8	6	4	0	0
AC007038.7	64	60	22	43	73	106	121	83	49	49
AC007040.1	0	0	0	0	0	0	0	0	0	0
AC007040.11	2	0	6	9	27	25	2	4	10	10
AC007040.2	0	0	0	0	0	0	0	0	0	0
AC007040.3	0	0	0	0	0	0	0	0	0	0
AC007040.5	0	0	0	0	0	0	2	0	2	2
AC007040.6	28	34	20	18	34	38	33	11	15	15
AC007040.7	2	5	1	0	0	3	0	0	0	0
AC007040.8	2	3	0	0	0	0	0	0	0	0
AC007041.1	0	0	0	0	0	0	0	0	0	0
AC007041.2	2614	3195	3024	2981	3366	3215	2555	3132	6524	6524
AC007050.1	0	0	0	0	0	0	0	0	0	0
AC007050.17	1	6	0	3	0	1	5	0	0	0
AC007050.18	0	1	0	0	2	0	1	0	0	0
AC007056.1	0	0	0	0	0	0	0	0	0	0
AC007064.22	0	0	0	0	0	0	2	0	1	1
AC007064.24	0	0	2	1	1	2	0	0	0	0
AC007064.25	0	0	0	0	0	0	0	0	0	0
AC007078.4	1	4	1	0	1	5	16	26	2	2
AC007091.1	8	7	0	1	9	24	2	0	8	8
AC007092.1	39	39	4	9	194	137	300	307	278	278
AC007096.1	0	1	0	0	0	0	1	1	0	0
AC007098.1	2	0	0	0	0	0	0	0	0	0
AC007099.1	11	5	0	4	0	1	0	0	0	0
AC007099.2	1	0	0	0	0	0	0	0	0	0
AC007106.1	9	2	0	0	6	0	2	8	20	20
AC007114.1	0	0	0	0	0	0	0	0	1	1
AC007115.3	0	0	0	0	0	0	0	0	0	0
AC007126.1	0	2	2	0	0	0	0	0	6	6
AC007128.1	29	48	2	1	53	33	256	181	68	68
AC007131.1	1	0	0	0	0	0	0	0	6	6
AC007131.2	14	4	0	0	2	8	26	53	124	124
AC007131.3	0	0	0	0	0	0	0	0	0	0
AC007136.1	0	0	0	0	0	0	0	0	0	0
AC007161.5	2	1	6	12	2	0	2	1	0	0
AC007163.10	0	0	0	0	0	0	0	0	0	0
AC007163.11	0	0	0	0	0	0	0	0	0	0
AC007163.3	4	6	0	0	2	0	3	0	0	0
AC007163.6	1	0	1	0	1	3	8	3	4	4
AC007163.8	0	0	0	0	0	2	0	0	0	0
AC007163.9	0	0	0	0	0	0	0	0	0	0
AC007179.1	0	0	0	0	0	0	0	0	0	0
AC007179.2	0	0	0	0	0	0	0	0	0	0
AC007182.6	24	11	0	0	0	0	5	4	1	1
AC007192.6	0	0	0	0	0	0	0	0	0	0
AC007193.10	3	15	45	32	35	37	52	50	12	12
AC007193.6	24	31	0	1	4	3	1	0	0	0
AC007193.8	0	0	0	0	0	0	0	0	0	0
AC007193.9	0	0	0	0	0	0	0	0	0	0
AC007204.1	20	28	5	3	45	64	30	39	40	40
AC007204.2	48	38	4	2	140	127	4	10	21	21
AC007216.1	0	0	0	0	0	0	0	0	0	0
AC007216.2	0	0	0	1	0	0	0	0	0	0
AC007228.11	128	168	147	128	409	389	135	160	108	108
AC007228.5	0	2	0	0	3	10	7	15	2	2
AC007228.8	4	0	0	0	0	0	0	0	0	0
AC007228.9	272	314	369	454	300	315	242	223	266	266
AC007229.3	1279	1426	1654	1889	1895	1916	1376	1664	2056	2056
AC007237.2	335	393	401	400	521	423	147	148	298	298
AC007238.1	13018	15614	16501	16653	18935	18953	8876	9942	15305	15305
AC007241.1	0	0	0	0	0	0	0	0	0	0
AC007242.1	0	0	0	0	0	0	0	0	0	0
AC007246.3	578	632	3274	2964	1726	1701	1737	1822	423	423
AC007248.6	0	0	26	21	0	1	6	2	27	27
